Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature
0.42307692307692313,0.5714285714285714,1.0,0.33333333333333326,0.7,0.3333333333333333
0.46153846153846156,0.5714285714285714,1.0,0.33333333333333326,0.7,0.3333333333333333
0.5,0.5714285714285714,1.0,0.33333333333333326,0.7,0.3333333333333333
0.5384615384615384,0.5714285714285714,1.0,0.33333333333333326,0.7,0.3333333333333333
0.576923076923077,0.5714285714285714,1.0,0.33333333333333326,0.7,0.3333333333333333
0.6153846153846154,0.5714285714285714,1.0,0.33333333333333326,0.7,0.3333333333333333
0.42307692307692313,0.7142857142857142,1.0,0.6666666666666667,0.8999999999999999,0.3333333333333333
0.46153846153846156,0.7142857142857142,1.0,0.6666666666666667,0.8999999999999999,0.3333333333333333
0.5,0.7142857142857142,1.0,0.6666666666666667,0.8999999999999999,0.3333333333333333
0.5384615384615384,0.7142857142857142,1.0,0.6666666666666667,0.8999999999999999,0.3333333333333333
0.576923076923077,0.7142857142857142,1.0,0.6666666666666667,0.8999999999999999,0.3333333333333333
0.6153846153846154,0.7142857142857142,1.0,0.6666666666666667,0.8999999999999999,0.3333333333333333
0.0,0.2142857142857143,0.21052631578947367,0.33333333333333326,0.3,0.5
0.038461538461538464,0.2142857142857143,0.21052631578947367,0.33333333333333326,0.3,0.5
0.07692307692307693,0.2142857142857143,0.21052631578947367,0.33333333333333326,0.3,0.5
0.11538461538461542,0.2142857142857143,0.21052631578947367,0.33333333333333326,0.3,0.5
0.15384615384615385,0.2142857142857143,0.21052631578947367,0.33333333333333326,0.3,0.5
0.0,0.2857142857142857,0.2631578947368421,0.4999999999999998,0.4000000000000001,0.6666666666666667
0.038461538461538464,0.2857142857142857,0.2631578947368421,0.4999999999999998,0.4000000000000001,0.6666666666666667
0.07692307692307693,0.2857142857142857,0.2631578947368421,0.4999999999999998,0.4000000000000001,0.6666666666666667
0.11538461538461542,0.2857142857142857,0.2631578947368421,0.4999999999999998,0.4000000000000001,0.6666666666666667
0.15384615384615385,0.2857142857142857,0.2631578947368421,0.4999999999999998,0.4000000000000001,0.6666666666666667
0.0,0.35714285714285715,0.3157894736842105,0.6666666666666667,0.5,0.5
0.038461538461538464,0.35714285714285715,0.3157894736842105,0.6666666666666667,0.5,0.5
0.07692307692307693,0.35714285714285715,0.3157894736842105,0.6666666666666667,0.5,0.5
0.11538461538461542,0.35714285714285715,0.3157894736842105,0.6666666666666667,0.5,0.5
0.15384615384615385,0.35714285714285715,0.3157894736842105,0.6666666666666667,0.5,0.5
0.0,0.2142857142857143,0.3684210526315789,0.33333333333333326,0.3,0.6666666666666667
0.038461538461538464,0.2142857142857143,0.3684210526315789,0.33333333333333326,0.3,0.6666666666666667
0.07692307692307693,0.2142857142857143,0.3684210526315789,0.33333333333333326,0.3,0.6666666666666667
0.11538461538461542,0.2142857142857143,0.3684210526315789,0.33333333333333326,0.3,0.6666666666666667
0.15384615384615385,0.2142857142857143,0.3684210526315789,0.33333333333333326,0.3,0.6666666666666667
0.0,0.2857142857142857,0.21052631578947367,0.4999999999999998,0.4000000000000001,0.5
0.038461538461538464,0.2857142857142857,0.21052631578947367,0.4999999999999998,0.4000000000000001,0.5
0.07692307692307693,0.2857142857142857,0.21052631578947367,0.4999999999999998,0.4000000000000001,0.5
0.11538461538461542,0.2857142857142857,0.21052631578947367,0.4999999999999998,0.4000000000000001,0.5
0.15384615384615385,0.2857142857142857,0.21052631578947367,0.4999999999999998,0.4000000000000001,0.5
0.0,0.35714285714285715,0.2631578947368421,0.6666666666666667,0.5,0.6666666666666667
0.038461538461538464,0.35714285714285715,0.2631578947368421,0.6666666666666667,0.5,0.6666666666666667
0.07692307692307693,0.35714285714285715,0.2631578947368421,0.6666666666666667,0.5,0.6666666666666667
0.11538461538461542,0.35714285714285715,0.2631578947368421,0.6666666666666667,0.5,0.6666666666666667
0.15384615384615385,0.35714285714285715,0.2631578947368421,0.6666666666666667,0.5,0.6666666666666667
0.0,0.2142857142857143,0.3157894736842105,0.33333333333333326,0.3,0.5
0.038461538461538464,0.2142857142857143,0.3157894736842105,0.33333333333333326,0.3,0.5
0.07692307692307693,0.2142857142857143,0.3157894736842105,0.33333333333333326,0.3,0.5
0.11538461538461542,0.2142857142857143,0.3157894736842105,0.33333333333333326,0.3,0.5
0.15384615384615385,0.2142857142857143,0.3157894736842105,0.33333333333333326,0.3,0.5
0.0,0.2857142857142857,0.3684210526315789,0.4999999999999998,0.4000000000000001,0.6666666666666667
0.038461538461538464,0.2857142857142857,0.3684210526315789,0.4999999999999998,0.4000000000000001,0.6666666666666667
0.07692307692307693,0.2857142857142857,0.3684210526315789,0.4999999999999998,0.4000000000000001,0.6666666666666667
0.11538461538461542,0.2857142857142857,0.3684210526315789,0.4999999999999998,0.4000000000000001,0.6666666666666667
0.15384615384615385,0.2857142857142857,0.3684210526315789,0.4999999999999998,0.4000000000000001,0.6666666666666667
0.0,0.35714285714285715,0.21052631578947367,0.6666666666666667,0.5,0.5
0.038461538461538464,0.35714285714285715,0.21052631578947367,0.6666666666666667,0.5,0.5
0.07692307692307693,0.35714285714285715,0.21052631578947367,0.6666666666666667,0.5,0.5
0.11538461538461542,0.35714285714285715,0.21052631578947367,0.6666666666666667,0.5,0.5
0.15384615384615385,0.35714285714285715,0.21052631578947367,0.6666666666666667,0.5,0.5
0.0,0.2142857142857143,0.2631578947368421,0.33333333333333326,0.3,0.6666666666666667
0.038461538461538464,0.2142857142857143,0.2631578947368421,0.33333333333333326,0.3,0.6666666666666667
